31006
4935;X = -2.874390	Y = 2.312988	Z = -1.186523
4939;X = -2.874390	Y = 2.312988	Z = -1.186523
4944;X = -3.312622	Y = -3.688354	Z = -0.781128
4948;X = -3.312622	Y = -3.688354	Z = -0.781128
4954;X = -3.312622	Y = -3.688354	Z = -0.781128
4958;X = -0.938354	Y = -0.656982	Z = -2.374756
4963;X = -0.938354	Y = -0.656982	Z = -2.374756
4967;X = 2.156982	Y = 2.249878	Z = 3.594482
4972;X = 2.156982	Y = 2.249878	Z = 3.594482
4976;X = 3.187500	Y = 3.469238	Z = -0.030518
4981;X = 3.187500	Y = 3.469238	Z = -0.030518
4985;X = 1.311890	Y = -1.531250	Z = 1.656616
4990;X = 1.311890	Y = -1.531250	Z = 1.656616
4995;X = 3.999512	Y = -1.594727	Z = 2.843262
4999;X = 3.999512	Y = -1.594727	Z = 2.843262
5004;X = 3.999512	Y = -1.594727	Z = 2.843262
5008;X = 3.406372	Y = 0.313110	Z = 2.530151
5013;X = 3.406372	Y = 0.313110	Z = 2.530151
5017;X = 0.187500	Y = -1.092773	Z = -2.500244
5022;X = 0.187500	Y = -1.092773	Z = -2.500244
5026;X = -2.156616	Y = 3.968750	Z = -1.469360
5031;X = -2.156616	Y = 3.968750	Z = -1.469360
5036;X = 3.780273	Y = 0.218872	Z = -0.061768
5041;X = 3.780273	Y = 0.218872	Z = -0.061768
5055;X = 3.780273	Y = 0.218872	Z = -0.061768
5050;X = 2.437866	Y = -3.405884	Z = 2.593506
5054;X = 2.437866	Y = -3.405884	Z = 2.593506
5059;X = 3.968994	Y = -3.155640	Z = -0.749512
5063;X = 3.968994	Y = -3.155640	Z = -0.749512
5068;X = -1.407349	Y = 2.936645	Z = 0.937988
5072;X = -1.407349	Y = 2.936645	Z = 0.937988
5078;X = -1.031738	Y = -0.969360	Z = -1.500244
5082;X = -1.031738	Y = -0.969360	Z = -1.500244
5086;X = -1.969482	Y = 1.719116	Z = 3.968262
5091;X = -1.969482	Y = 1.719116	Z = 3.968262
5095;X = -1.969482	Y = 1.719116	Z = 3.968262
5100;X = -1.406494	Y = 2.999512	Z = -3.156250
5104;X = -1.406494	Y = 2.999512	Z = -3.156250
5109;X = 2.531006	Y = -1.125366	Z = 2.624756
5113;X = 2.531006	Y = -1.125366	Z = 2.624756
5118;X = 2.187744	Y = 3.750244	Z = -1.780273
5123;X = 2.187744	Y = 3.750244	Z = -1.780273
5128;X = 1.030029	Y = 3.186768	Z = -0.624634
5132;X = 1.030029	Y = 3.186768	Z = -0.624634
5137;X = 0.718384	Y = 2.125366	Z = 3.968506
5141;X = 0.718384	Y = 2.125366	Z = 3.968506
5146;X = 0.718384	Y = 2.125366	Z = 3.968506
5150;X = 0.593140	Y = -2.844238	Z = -2.717651
5155;X = 0.593140	Y = -2.844238	Z = -2.717651
5159;X = 1.750366	Y = -3.343628	Z = 0.626099
5165;X = 1.750366	Y = -3.343628	Z = 0.626099
5169;X = 2.687866	Y = 3.218506	Z = 3.875000
5174;X = 2.687866	Y = 3.218506	Z = 3.875000
5178;X = -2.781250	Y = 1.031006	Z = -3.093140
5182;X = -2.781250	Y = 1.031006	Z = -3.093140
5187;X = -2.781250	Y = 1.031006	Z = -3.093140
5191;X = -2.719482	Y = 0.219238	Z = 1.312988
5196;X = -2.719482	Y = 0.219238	Z = 1.312988
5200;X = 0.156616	Y = -3.656128	Z = 1.187988
5206;X = 0.156616	Y = -3.656128	Z = 1.187988
5210;X = 2.281006	Y = 1.312744	Z = 0.469360
5215;X = 2.281006	Y = 1.312744	Z = 0.469360
5219;X = 1.312988	Y = 3.750977	Z = -0.187378
5224;X = 1.312988	Y = 3.750977	Z = -0.187378
5228;X = -3.344727	Y = 3.686279	Z = -3.967895
5233;X = -3.344727	Y = 3.686279	Z = -3.967895
5237;X = -3.344727	Y = 3.686279	Z = -3.967895
5242;X = -1.280151	Y = -3.906250	Z = 3.219482
5246;X = -1.280151	Y = -3.906250	Z = 3.219482
5252;X = -1.530640	Y = 3.313721	Z = 1.720337
5556;X = -1.530640	Y = 3.313721	Z = 1.720337
5261;X = 1.249878	Y = 0.156372	Z = 2.906982
5265;X = 1.249878	Y = 0.156372	Z = 2.906982
5269;X = 3.061523	Y = 3.405518	Z = -1.406006
5274;X = 3.061523	Y = 3.405518	Z = -1.406006
5278;X = 3.061523	Y = 3.405518	Z = -1.406006
5283;X = 3.562866	Y = 1.312378	Z = -3.155518
5287;X = 3.562866	Y = 1.312378	Z = -3.155518
5293;X = 0.062378	Y = 2.281006	Z = -0.812744
5297;X = 0.062378	Y = 2.281006	Z = -0.812744
5302;X = -1.594604	Y = -2.969360	Z = -3.843750
5306;X = -1.594604	Y = -2.969360	Z = -3.843750
5311;X = -2.187378	Y = -0.626099	Z = -0.968628
5315;X = -2.187378	Y = -0.626099	Z = -0.968628
5320;X = 2.186768	Y = -1.093628	Z = 2.844238
5324;X = 2.186768	Y = -1.093628	Z = 2.844238
5329;X = 2.186768	Y = -1.093628	Z = 2.844238
5334;X = 2.313110	Y = 0.000366	Z = -3.718872
5339;X = 2.313110	Y = 0.000366	Z = -3.718872
5343;X = 1.843628	Y = 3.375244	Z = 1.280151
5348;X = 1.843628	Y = 3.375244	Z = 1.280151
5352;X = -3.282349	Y = -0.375366	Z = 0.250366
5357;X = -3.282349	Y = -0.375366	Z = 0.250366
5361;X = -3.875732	Y = -2.156006	Z = -2.561645
5365;X = -3.875732	Y = -2.156006	Z = -2.561645
5370;X = -3.875732	Y = -2.156006	Z = -2.561645
5374;X = -1.125977	Y = -0.094116	Z = -1.376221
5380;X = -1.125977	Y = -0.094116	Z = -1.376221
5384;X = 3.843140	Y = 1.812378	Z = -1.812744
5389;X = 3.843140	Y = 1.812378	Z = -1.812744
5393;X = -2.562378	Y = 3.093384	Z = -3.843262
5398;X = -2.562378	Y = 3.093384	Z = -3.843262
5402;X = -0.655273	Y = -1.468384	Z = 0.937012
5407;X = -0.655273	Y = -1.468384	Z = 0.937012
5411;X = -0.062988	Y = 2.093262	Z = 2.875732
5416;X = -0.062988	Y = 2.093262	Z = 2.875732
5421;X = -0.062988	Y = 2.093262	Z = 2.875732
5426;X = 0.530518	Y = -0.813477	Z = 3.062378
5430;X = 0.530518	Y = -0.813477	Z = 3.062378
5435;X = -3.062988	Y = 1.531616	Z = 0.561768
5439;X = -3.062988	Y = 1.531616	Z = 0.561768
5444;X = -0.249634	Y = -0.187134	Z = -2.937622
5448;X = -0.249634	Y = -0.187134	Z = -2.937622
5453;X = 1.155640	Y = -2.250366	Z = -0.281006
5457;X = 1.155640	Y = -2.250366	Z = -0.281006
5463;X = -1.031006	Y = 0.968140	Z = 1.781616
5467;X = -1.031006	Y = 0.968140	Z = 1.781616
5471;X = -1.031006	Y = 0.968140	Z = 1.781616
5476;X = 0.343750	Y = 2.843384	Z = -2.467651
5480;X = 0.343750	Y = 2.843384	Z = -2.467651
5485;X = -2.124756	Y = 3.718750	Z = 0.812744
5489;X = -2.124756	Y = 3.718750	Z = 0.812744
5494;X = -0.656128	Y = -2.155640	Z = 2.405151
5498;X = -0.656128	Y = -2.155640	Z = 2.405151
5504;X = -1.281738	Y = -0.656738	Z = -2.187378
5508;X = -1.281738	Y = -0.656738	Z = -2.187378
5513;X = -1.281738	Y = -0.656738	Z = -2.187378
5517;X = 0.968872	Y = 1.531250	Z = -0.874390
5522;X = 0.968872	Y = 1.531250	Z = -0.874390
5526;X = 3.657104	Y = -3.594238	Z = 1.906494
5531;X = 3.657104	Y = -3.594238	Z = 1.906494
5535;X = -0.626099	Y = -0.031982	Z = -2.625732
5540;X = -0.626099	Y = -0.031982	Z = -2.625732
5544;X = 2.437256	Y = -3.187622	Z = 3.281494
5550;X = 2.437256	Y = -3.187622	Z = 3.281494
5554;X = 2.500000	Y = 3.217529	Z = 0.218750
5559;X = 2.500000	Y = 3.217529	Z = 0.218750
5563;X = 2.500000	Y = 3.217529	Z = 0.218750
5567;X = 1.655884	Y = 0.718750	Z = 1.219238
5572;X = 1.655884	Y = 0.718750	Z = 1.219238
5576;X = -1.469971	Y = -1.937256	Z = -1.749268
5581;X = -1.469971	Y = -1.937256	Z = -1.749268
5585;X = -1.374634	Y = 2.374878	Z = -1.562622
5591;X = -1.374634	Y = 2.374878	Z = -1.562622
5595;X = -0.843140	Y = -3.593506	Z = 1.250122
5600;X = -0.843140	Y = -3.593506	Z = 1.250122
5604;X = -0.843140	Y = -3.593506	Z = 1.250122
5609;X = -1.374390	Y = 3.218140	Z = 0.844727
5613;X = -1.374390	Y = 3.218140	Z = 0.844727
5618;X = 3.124634	Y = 0.030518	Z = -3.624756
5622;X = 3.124634	Y = 0.030518	Z = -3.624756
5627;X = -1.343994	Y = -3.155518	Z== 2.530395
5632;X = -1.343994	Y = -3.155518	Z = 2.530395
5637;X = -1.124878	Y = -3.032104	Z = 0.281860
5641;X = -1.124878	Y = -3.032104	Z = 0.281860
5646;X = 2.250366	Y = 0.156860	Z = 2.937500
5650;X = 2.250366	Y = 0.156860	Z = 2.937500
5654;X = 2.250366	Y = 0.156860	Z = 2.937500
5659;X = -3.844482	Y = -2.125854	Z = 0.562012
5663;X = -3.844482	Y = -2.125854	Z = 0.562012
5668;X = -2.781738	Y = 3.375244	Z = -3.905395
5672;X = -2.781738	Y = 3.375244	Z = -3.905395
5678;X = 2.124390	Y = 2.531372	Z = -0.750244
5682;X = 2.124390	Y = 2.531372	Z = -0.750244
5687;X = -2.280884	Y = -3.843384	Z = -3.155029
5691;X = -2.280884	Y = -3.843384	Z = -3.155029
5696;X = -2.280884	Y = -3.843384	Z = -3.155029
5700;X = -1.938110	Y = 0.593750	Z = -0.655640
5705;X = -1.938110	Y = 0.593750	Z = -0.655640
5709;X = -1.843506	Y = 1.937378	Z = -0.687500
5714;X = -1.843506	Y = 1.937378	Z = -0.687500
5719;X = 1.187866	Y = -2.124023	Z = -2.280518
5724;X = 1.187866	Y = -2.124023	Z = -2.280518
5728;X = 3.906860	Y = 2.063354	Z = -3.624756
5733;X = 3.906860	Y = 2.063354	Z = -3.624756
5737;X = -2.187866	Y = -2.687744	Z = -3.406372
5742;X = -2.187866	Y = -2.687744	Z = -3.406372
5746;X = -2.187866	Y = -2.687744	Z = -3.406372
5751;X = -1.875244	Y = 0.030884	Z = -1.656494
5755;X = -1.875244	Y = 0.030884	Z = -1.656494
5760;X = -2.155884	Y = -0.155762	Z = -2.717773
5765;X = -2.155884	Y = -0.155762	Z = -2.717773
5769;X = -1.874756	Y = -3.499390	Z = -2.500244
5774;X = -1.874756	Y = -3.499390	Z = -2.500244
5778;X = 0.311768	Y = -2.937500	Z = -1.717651
5783;X = 0.311768	Y = -2.937500	Z = -1.717651
5787;X = -2.906250	Y = -3.624634	Z = 2.343994
5792;X = -2.906250	Y = -3.624634	Z = 2.343994
5796;X = -2.906250	Y = -3.624634	Z = 2.343994
5801;X = -3.436523	Y = -3.218628	Z = -0.906250
5806;X = -3.436523	Y = -3.218628	Z = -0.906250
5811;X = 0.311890	Y = 1.749878	Z = -3.156372
5815;X = 0.311890	Y = 1.749878	Z = -3.156372
5820;X = -3.782715	Y = 2.875000	Z = -2.280151
5824;X = -3.782715	Y = 2.875000	Z = -2.280151
5829;X = 1.656372	Y = -1.594116	Z = 0.969238
5833;X = 1.656372	Y = -1.594116	Z = 0.969238
5838;X = 1.656372	Y = -1.594116	Z = 0.969238
5842;X = 1.937012	Y = 0.312744	Z = 3.874390
5848;X = 1.937012	Y = 0.312744	Z = 3.874390
5852;X = -2.000244	Y = -3.187378	Z = -0.094116
5857;X = -2.000244	Y = -3.187378	Z = -0.094116
5861;X = 3.343872	Y = -2.531738	Z = 3.250244
5865;X = 3.343872	Y = -2.531738	Z = 3.250244
5870;X = -2.031128	Y = -0.281250	Z = 0.999878
5874;X = -2.031128	Y = -0.281250	Z = 0.999878
5879;X = -2.812744	Y = 2.999023	Z = -2.656250
5883;X = -2.812744	Y = 2.999023	Z = -2.656250
5889;X = -2.812744	Y = 2.999023	Z = -2.656250
5893;X = -3.438110	Y = -3.718994	Z = 1.905518
5898;X = -3.438110	Y = -3.718994	Z = 1.905518
5902;X = 3.530762	Y = 2.937134	Z = -2.936523
5907;X = 3.530762	Y = 2.937134	Z = -2.936523
5911;X = 3.687744	Y = -2.062866	Z = -2.499145
5916;X = 3.687744	Y = -2.062866	Z = -2.499145
5920;X = -1.655884	Y = 1.061890	Z = 0.156494
5925;X = -1.655884	Y = 1.061890	Z = 0.156494
5929;X = -1.655884	Y = 1.061890	Z = 0.156494
5935;X = -1.781250	Y = -1.531006	Z = -3.719604
5939;X = -1.781250	Y = -1.531006	Z = -3.719604
5944;X = -3.187134	Y = 0.562622	Z = 0.125610
5948;X = -3.187134	Y = 0.562622	Z = 0.125610
5953;X = 2.906494	Y = -3.312256	Z = -1.375000
5957;X = 2.906494	Y = -3.312256	Z = -1.375000
5962;X = 3.843140	Y = -3.812378	Z = -1.28051
5966;X = 3.843140	Y = -3.812378	Z = -1.280518
5970;X = -1.282593	Y = -1.000244	Z = 1.563477
5976;X = -1.282593	Y = -1.000244	Z = 1.563477
5980;X   -1.282593	Y = -1.000244	Z = 1.563477
5985;X = -1.874512	Y = 1.313599	Z = 2.249756
5989;X = -1.874512	Y = 1.313599	Z = 2.249756
5994;X = 3.562744	Y = 0.937866	Z = 0.999634
5998;X = 3.562744	Y = 0.937866	Z = 0.999634
6003;X = -2.750000	Y = 0.312866	Z = -3.406006
6007;X = -2.750000	Y = 0.312866	Z = -3.406006
6012;X = 1.717895	Y = -3.406982	Z = -0.249878
6017;X = 1.717895	Y = -3.406982	Z = -0.249878
6022;X = 1.717895	Y = -3.406982	Z = -0.249878
6026;X = 0.375610	Y = -3.812500	Z = -1.562134
6031;X = 0.375610	Y = -3.812500	Z = -1.562134
6035;X = -2.938232	Y = 0.187256	Z = -0.561035
6040;X = -2.938232	Y = 0.187256	Z = -0.561035
6044;X = 2.781128	Y = 2.124878	Z = 0.968384
6049;X = 2.781128	Y = 2.124878	Z = 0.968384
6053;X = 2.655029	Y = -2.375854	Z = 2.062744
6057;X = 2.655029	Y = -2.375854	Z = 2.062744
6063;X = -2.937134	Y = -1.656128	Z = 2.655884
6067;X = -2.937134	Y = -1.656128	Z = 2.655884
6072;X = -2.937134	Y = -1.656128	Z = 2.655884
6076;X = -1.343140	Y = 3.063354	Z = -2.718262
6081;X = -1.343140	Y = 3.063354	Z = -2.718262
6085;X = 1.500488	Y = -0.969116	Z = -2.625244
6090;X = 1.500488	Y = -0.969116	Z = -2.625244
6094;X = -0.344238	Y = 3.187012	Z = 2.781494
6099;X = -0.344238	Y = 3.187012	Z = 2.781494
6104;X = -1.750122	Y = -3.905762	Z = 1.249878
6109;X = -1.750122	Y = -3.905762	Z = 1.249878
6113;X = -3.093140	Y = -3.032104	Z = 0.563232
6118;X = -3.093140	Y = -3.032104	Z = 0.563232
6122;X = -3.093140	Y = -3.032104	Z = 0.563232
6127;X = 0.498779	Y = 2.468262	Z = 2.343018
6131;X = 0.498779	Y = 2.468262	Z = 2.343018
6136;X = -1.469727	Y = 0.812622	Z = 0.968750
6140;X = -1.469727	Y = 0.812622	Z = 0.968750
6146;X = 3.718872	Y = -3.249634	Z = 1.562744
6150;X = 3.718872	Y = -3.249634	Z = 1.562744
6155;X = 2.655395	Y = 0.780151	Z = 1.626099
6159;X = 2.655395	Y = 0.780151	Z = 1.626099
6164;X = 2.655395	Y = 0.780151	Z = 1.626099
6168;X = 2.842773	Y = -1.625732	Z = -1.780884
6172;X = 2.842773	Y = -1.625732	Z = -1.780884
6177;X = 2.937622	Y = -1.218628	Z = 1.281372
6181;X = 2.937622	Y = -1.218628	Z = 1.281372
6187;X = -0.843140	Y = -3.375000	Z = -3.811523
6191;X = -0.843140	Y = -3.375000	Z = -3.811523
6196;X = -0.093140	Y = -2.345459	Z = -0.437866
6200;X = -0.093140	Y = -2.345459	Z = -0.437866
6205;X = -2.032104	Y = 3.968018	Z = -0.249634
6209;X = -2.032104	Y = 3.968018	Z = -0.249634
6214;X = -2.032104	Y = 3.968018	Z = -0.249634
6218;X = 3.905151	Y = -0.969360	Z = -2.156128
6223;X = 3.905151	Y = -0.969360	Z = -2.156128
6227;X = -1.094482	Y = 2.906982	Z = 1.280518
6233;X = -1.094482	Y = 2.906982	Z = 1.280518
6237;X = 1.092651	Y = 1.155395	Z = -3.438110
6242;X = 1.092651	Y = 1.155395	Z = -3.438110
646;X = 1.686157	Y = -2.468750	Z = 2.844482
6251;X = 1.686157	Y = -2.468750	Z = 2.844482
6255;X = 1.686157	Y = -2.468750	Z = 2.844482
6260;X = -0.625000	Y = 3.281982	Z = 3.812988
6264;X = -0.625000	Y = 3.281982	Z = 3.812988
6268;X = 2.156128	Y = 3.499023	Z = 1.656860
6274;X = 2.156128	Y = 3.499023	Z = 1.656860
6278;X = -1.031128	Y = -1.125366	Z = -3.969238
6283;X = -1.031128	Y = -1.125366	Z = -3.969238
6287;X = 3.092773	Y = -2.094727	Z = -1.219604
6292;X = 3.092773	Y = -2.094727	Z = -1.219604
6296;X = 3.157227	Y = -3.312500	Z = 3.000610
6301;X = 3.157227	Y = -3.312500	Z = 3.000610
6305;X = 3.157227	Y = -3.312500	Z = 3.000610
6310;X = 0.812500	Y = -3.312134	Z = 1.626587
6315;X = 0.812500	Y = -3.312134	Z = 1.626587
6320;X = 3.780395	Y = 1.311890	Z = 0.062866
6324;X = 3.780395	Y = 1.311890	Z = 0.062866
6329;X = -1.501587	Y = -1.063354	Z = -3.343994
6333;X = -1.501587	Y = -1.063354	Z = -3.343994
6338;X = 2.375488	Y = 1.687134	Z = -0.437744
6342;X = 2.375488	Y = 1.687134	Z = -0.437744
6347;X = 2.906128	Y = 1.937378	Z = 2.343628
6351;X = 2.906128	Y = 1.937378	Z = 2.343628
6356;X = 2.906128	Y = 1.937378	Z = 2.343628
6361;X = 3.780762	Y = -1.625244	Z = 0.688232
6365;X = 3.780762	Y = -1.625244	Z = 0.688232
6370;X = -2.406860	Y = 1.875366	Z = -0.468506
6374;X = -2.406860	Y = 1.875366	Z = -0.468506
6379;X = -1.656494	Y = -0.124390	Z = 3.219971
6383;X = -1.656494	Y = -0.124390	Z = 3.219971
6388;X = -1.593506	Y = 0.125732	Z = -2.156860
6392;X = -1.593506	Y = 0.125732	Z = -2.156860
6397;X = -1.593506	Y = 0.125732	Z = -2.156860
6402;X = 0.936523	Y = -1.750732	Z = 3.499145
6407;X = 0.936523	Y = -1.750732	Z = 3.499145
6411;X = -2.625610	Y = -1.281738	Z = -2.875000
6416;X = -2.625610	Y = -1.281738	Z = -2.875000
6420;X = -0.812500	Y = 0.218628	Z = 1.594604
6425;X = -0.812500	Y = 0.218628	Z = 1.594604
6429;X = 0.188354	Y = 1.031616	Z = 1.437134
6434;X = 0.188354	Y = 1.031616	Z = 1.437134
6438;X = 3.874145	Y = 2.593994	Z = 0.186279
6444;X = 3.874145	Y = 2.593994	Z = 0.186279
6448;X = 3.874145	Y = 2.593994	Z = 0.186279
6452;X = -3.312988	Y = 2.874878	Z = -2.687744
6457;  = -3.312988	Y = 2.874878	Z = -2.687744
6461;X = 3.093872	Y = 0.718140	Z = 0.656372
6466;X = 3.093872	Y = 0.718140	Z = 0.656372
6470;X = -0.719604	Y = 1.156494	Z = 0.436279
6475;X = -0.719604	Y = 1.156494	Z = 0.436279
6479;X = 3.561401	Y = 0.874878	Z = 1.062012
6484;X = 3.561401	Y = 0.874878	Z = 1.062012
6489;X = 3.561401	Y = 0.874878	Z = 1.062012
6494;X = 0.655518	Y = 2.156006	Z = 3.780273
6498;X = 0.655518	Y = 2.156006	Z = 3.780273
6503;X = 3.749023	Y = -1.656250	Z = 3.905395
6507;X = 3.749023	Y = -1.656250	Z = 3.905395
6512;X = -1.218506	Y = -0.625244	Z = 3.124512
6516;X = -1.218506	Y = -0.625244	Z = 3.124512
6521;X = 1.561768	Y = -0.250366	Z = 0.719238
6525;X = 1.561768	Y = -0.250366	Z = 0.719238
6530;X = -3.406860	Y = -3.625610	Z = 0.375244
6535;X = -3.406860	Y = -3.625610	Z = 0.375244
6539;X = -3.406860	Y = -3.625610	Z = 0.375244
6544;X = 1.250488	Y = -3.312134	Z = -2.217895
6548;X = 1.250488	Y = -3.312134	Z = -2.217895
6553;X = 3.874756	Y = 3.155762	Z = 1.718018
6557;X = 3.874756	Y = 3.155762	Z = 1.718018
6562;X = -0.407593	Y = -1.375610	Z = 1.406494
6566;X = -0.407593	Y = -1.375610	Z = 1.406494
6572;X = -0.968750	Y = -3.875977	Z = 3.250488
6576;X = -0.968750	Y = -3.875977	Z = 3.250488
6581;X = -0.968750	Y = -3.875977	Z = 3.250488
6585;X = 1.156006	Y = 1.062622	Z = 0.312988
6590;X = 1.156006	Y = 1.062622	Z = 0.312988
6594;X = 1.031006	Y = 1.530640	Z = 2.000122
6599;X = 1.031006	Y = 1.530640	Z = 2.000122
6603;X = -2.999634	Y = -1.531372	Z = 0.125122
6607;X = -2.999634	Y = -1.531372	Z = 0.125122
6612;X = -3.468506	Y = -0.781006	Z = -3.125488
6617;X = -3.468506	Y = -0.781006	Z = -3.125488
6622;X = -0.874023	Y = -1.750366	Z = 0.844482
6626;X = -0.874023	Y = -1.750366	Z = 0.844482
6631;X = -0.874023	Y = -1.750366	Z =0.844482
6635;X = 0.718994	Y = -2.968750	Z = 3.499756
6640;X = 0.718994	Y = -2.968750	Z = 3.499756
6644;X = 0.843262	Y = 2.437744	Z = -2.875000
6649;X = 0.843262	Y = 2.437744	Z = -2.875000
6653;X = -1.874023	Y = 0.970093	Z = -3.718750
6659;X = -1.874023	Y = 0.970093	Z = -3.718750
6663;X = -1.625122	Y = -2.812378	Z = -3.436523
6668;X = -1.625122	Y = -2.812378	Z = -3.436523
6672;X = -1.625122	Y = -2.812378	Z = -3.436523
6677;X = -1.032715	Y = -2.688721	Z = -3.968262
6681;X = -1.032715	Y = -2.688721	Z = -3.968262
6686;X = 2.718140	Y = -3.437500	Z = 3.592773
6690;X = 2.718140	Y = -3.437500	Z = 3.592773
6695;X = -2.188599	Y = 2.594116	Z = 0.843872
6700;X = -2.188599	Y = 2.594116	Z = 0.843872
6705;X = -3.344360	Y = 3.749634	Z = -3.718506
6709;X = -3.344360	Y = 3.749634	Z = -3.718506
6713;X = -2.656738	Y = -0.875244	Z = -2.530640
6718;X = -2.656738	Y = -0.875244	Z = -2.530640
6722;X = -2.656738	Y = -0.875244	Z = -2.530640
6727;X = 2.843262	Y = -0.343628	Z = -3.032349
6731;X = 2.843262	Y = -0.343628	Z = -3.032349
6736;X = -0.405396	Y = 2.530640	Z = -0.281006
6740;X = -0.405396	Y = 2.530640	Z = -0.281006
6746;X = -2.843140	Y = 1.563232	Z = -3.531738
6750;X = -2.843140	Y = 1.563232	Z = -3.531738
6755;X = 0.530884	Y = -3.593994	Z = -1.593140
6759;X = 0.530884	Y = -3.593994	Z = -1.593140
6764;X = -1.125488	Y = -0.718628	Z = -0.719360
6768;X = -1.125488	Y = -0.718628	Z = -0.719360
6773;X = -1.125488	Y = -0.718628	Z = -0.719360
6777;X = 0.656372	Y = 0.687988	Z = -0.844849
6782;X = 0.656372	Y = 0.68988	Z = -0.844849
6787;X = 0.156372	Y = -2.312744	Z = 0.686768
6792;X = 0.156372	Y = -2.312744	Z = 0.686768
6796;X = -0.781372	Y = 2.061279	Z = 2.218994
6801;X = -0.781372	Y = 2.061279	Z = 2.218994
6805;X = -1.000488	Y = -1.218750	Z = 3.312622
6809;X = -1.000488	Y = -1.218750	Z = 3.312622
6814;X = -1.000488	Y = -1.218750	Z = 3.312622
6818;X = 2.749390	Y = -1.218628	Z = -1.874268
6823;X = 2.749390	Y = -1.218628	Z = -1.874268
6828;X = -0.062622	Y = -3.250244	Z = -3.062988
6833;X = -0.062622	Y = -3.250244	Z = -3.062988
6837;X = -2.844238	Y = 3.249145	Z = -1.343628
6842;X = -2.844238	Y = 3.249145	Z = -1.343628
6846;X = -1.499145	Y = 3.187256	Z = -3.750488
6851;X = -1.499145	Y = 3.187256	Z = -3.750488
6855;X = -2.281006	Y = -0.343384	Z = 1.282715

6860;X = -2.281006	Y = -0.343384	Z = 1.282715
6864;X = -2.281006	Y = -0.343384	Z = 1.282715
6870;X = -1.781982	Y = -3.938599	Z = -1.468018
6874;X = -1.781982	Y = -3.938599	Z = -1.468018
6879;X = 1.374878	Y = -0.062012	Z = -0.782593
6883;X = 1.374878	Y = -0.062012	Z = -0.782593
6888;X = 3.969971	Y = 0.313232	Z = -2.467407
6892;X = 3.969971	Y = 0.313232	Z = -2.467407
6897;X = 1.781372	Y = -2.375000	Z = 2.624145
6901;X = 1.781372	Y = -2.375000	Z = 2.624145
6906;X = 1.781372	Y = -2.375000	Z = 2.624145
6910;X = -2.094116	Y = 1.030640	Z = 3.249756
6916;X = -2.094116	Y = 1.030640	Z = 3.249756
6920;X = 0.999634	Y = 3.530884	Z = 2.249756
6924;X = 0.999634	Y = 3.530884	Z = 2.249756
6929;X = -0.781250	Y = -0.249146	Z = 0.500854
6933;X = -0.781250	Y = -0.249146	Z = 0.500854
6938;X = -2.001099	Y = 2.186768	Z = 2.095215
6942;X = -2.001099	Y = 2.186768	Z = 2.095215
6947;X = 1.186035	Y = 0.905273	Z = 1.969971
6951;X = 1.186035	Y = 0.905273	Z = 1.969971
6957;X = 1.186035	Y = 0.905273	Z = 1.969971
6961;X = -1.281616	Y = 2.781494	Z = 2.530273
6966;X = -1.281616	Y = 2.781494	Z = 2.530273
6970;X = 0.094482	Y = 1.686523	Z = 2.311645
6975;X = 0.094482	Y = 1.686523	Z = 2.311645
6979;X = 2.937378	Y = -0.531128	Z = -0.249756
6984;X = 2.937378	Y = -0.531128	Z = -0.249756
6988;X = 3.248657	Y = 2.843262	Z = -2.188477
6993;X = 3.248657	Y = 2.843262	Z   -2.188477
6998;X = 3.248657	Y = 2.843262	Z = -2.188477
7003;X = -1.687988	Y = -3.000000	Z = 2.187256
7007;X = -1.687988	Y = -3.000000	Z = 2.187256
7011;X = -2.030762	Y = -0.282104	Z = -2.061890
7016;X = -2.030762	Y = -0.282104	Z = -2.061890
7020;X = 1.250122	Y = 1.031372	Z = -3.344116
7025;X = 1.250122	Y = 1.031372	Z = -3.344116
7029;X = -3.812988	Y = -3.312866	Z = -3.875000
7034;X = -3.812988	Y = -3.312866	Z = -3.875000
7038;X = 1.280395	Y = -2.906616	Z = -1.623657
7044;X = 1.280395	Y = -2.906616	Z = -1.623657
7048;X = 1.280395	Y = -2.906616	Z = -1.623657
7053;X = 2.343994	Y = 2.407349	Z = 1.468262
7057;X = 2.343994	Y = 2.407349	Z = 1.468262
7062;X = 1.468994	Y = -0.906494	Z = -2.406128
7066;X = 1.468994	Y = -0.906494	Z = -2.406128
7071;X = -2.969360	Y = -2.125732	Z = -2.593750
7075;X = -2.969360	Y = -2.125732	Z = -2.593750
7080;X = 1.031128	Y = -1.906250	Z = -1.405762
7085;X = 1.031128	Y = -1.906250	Z = -1.405762
7090;X = 2.281494	Y = -0.595581	Z = 1.968750
7094;X = 2.281494	Y = -0.595581	Z = 1.968750
7099;X = 2.281494	Y = -0.595581	Z = 1.968750
7103;X = -3.937622	Y = -3.281006	Z = 3.780762
7107;X = -3.937622	Y = -3.281006	Z = 3.780762
7112;X = 3.436523	Y = -1.968872	Z = -2.812378
7116;X = 3.436523	Y = -1.968872	Z = -2.812378
7121;X = -2.093994	Y = 3.562988	Z = -2.999634
7126;X = -2.093994	Y = 3.562988	Z = -2.999634
7131;X = 1.217773	Y = 1.344727	Z = 2.156128
7135;X = 1.217773	Y = 1.344727	Z = 2.156128
7140;X = 1.217773	Y = 1.344727	Z = 2.156128
